,location_name,address
7794,Indiana Wesleyan University at North Clay Middle School,"3 West Knight Drive, Brazil, IN 47834-7242"
7795,Indiana Wesleyan University at Northview High School,"1 West Knight Drive, Brazil, IN 47834-4272"
7796,Indiana Wesleyan University at Staunton Elementary,"6990 North CR 425 West, Brazil, IN 47834-7258"
7797,Indiana Wesleyan University at Super 8,"3005 John Howell Drive, Valparaiso, IN 46385-1407"
7798,Indiana Wesleyan University at Catholic Diocese of Evansville,"4200 North Kentucky Ave, Evansville, IN 47711-2799"
7799,Indiana Wesleyan University at Batesville High School,"1 Bulldog Blvd, Batesville, IN 47006-9168"
7800,"Indiana Wesleyan University at Holiday Inn Express, Plainfield","6296 Cambridge Way, Plainfield, IN 46168-7904"
7801,Indiana Wesleyan University at Wheeler High School,"587 West 300 North, Valparaiso, IN 46385-9212"
7802,Indiana Wesleyan University at Indianapolis Life Ensurance Company,"2960 North Meridian, Indanapolis, IN 46208-4798"
7803,"Indiana Wesleyan University at Courtyard, Merrillville","7850 Rhode Island Ave, Merrillville, IN 46410-5600"
7804,Indiana Wesleyan University at Red Rock Inn,"2550 North Michigan Street, Plymouth, IN 46563-7810"
7805,Indiana Wesleyan University at Army National Guard,"130 West Cook Road, Fort Wayne, IN 46825-3316"
7806,Indiana Wesleyan University at Best Western Raintree Inn,"2836 South State Road 3, New Castle, IN 47362-1316"
7807,Indiana Wesleyan University at Rolls Royce Allison,"2320 South Tibbs Ave, Indianapolis, IN 46241-4801"
7808,Indiana Wesleyan University at Steve Alford All-American Inn,"21 East Executive Drive, New Castle, IN 47362-8719"
7809,Indiana Wesleyan University at Jameson Inn Elkhart,"3010 Brittany Court, Elkhart, IN 46514-5552"
7810,Indiana Wesleyan University at Wabash Nation Learning Center,"800 Sagamore Pkwy, Lafayette, IN 47904-2402"
7811,Indiana Wesleyan University at North Lawrence Career Center,"258 BNL Drive, Bedford, IN 47421-6108"
7812,Indiana Wesleyan University at PK USA,"600 Northridge Drive, Shelbyville, IN 46176-8929"
7813,Indiana Wesleyan University at Rotary Lift,"2700 Lanier Drive, Madison, IN 47250-1753"
7814,Indiana Wesleyan University at Whitewater Technical Career Center,"1300 Spartan Drive, Connersville, IN 47331-1049"
7815,"Indiana Wesleyan University at Fairfield Inn & Suites, Elizabethtown","1031 Executive Drive, Elizabethtown, KY 42701-1272"
7816,Indiana Wesleyan University at Hotel Ivy,"30 Cavalier Blvd, Florence, KY 41042-1645"
7817,Indiana Wesleyan University at LaQuinta Inn & Suites Cincinnnati,"350 Meijer Drive, Florence, KY 41042-4899"
7818,Indiana Wesleyan University at Microtel Inn & Suites,"7490 Woodspoint Drive, Florence, KY 41042-1545"
7819,Indiana Wesleyan University at CHP Physician's Office Building,"3600 Kolbe Road, Lorain, OH 44053-1654"
7820,Indiana Wesleyan University at Summa Health Center at Green,"3838 Massillon Road, Uniontown, OH 44685-7965"
7821,Indiana Wesleyan University at MasterBrand Cabinets,"One MasterBrands Cabinets Drive, Jasper, IN 47546-2248"
7822,Indiana Wesleyan University at Owen Valley Middle School,"626 West SR 46, Spencer, IN 47460-6439"
7823,Indiana Wesleyan University at Lees Inn Evansville,"5538 East Indiana Ave, Evansville, IN 47715-2853"
7824,Indiana Wesleyan University at Ramada Inn Northeast,"7701 East 42nd Street, Indianapolis, IN 46226-5296"
7825,Indiana Wesleyan University at Holiday Inn Select,"2501 South High School Road, Indianapolis, IN 46241-4991"
7826,Indiana Wesleyan University at North Vermillion High,"5555 North Falcon Drive, Cayuga, IN 47928-8181"
7827,Indiana Wesleyan University at Breeden YMCA,"500 Harcourt Road, Angola, IN 46703-7590"
7828,Indiana Wesleyan University at International Truck Engineering,"2911 Meyer Road, Fort Wayne, IN 46803-2993"
7829,Indiana Wesleyan University at Cornerstone Christian Fellowship,"7414 East Michigan Road, Waldron, IN 46182-9735"
7830,Indiana Wesleyan University at Courtyard Airport,"2602 Fortune Circle East, Indianapolis, IN 46241-5531"
7831,Indiana Wesleyan University at Best Western Green Tree,"1425 Broadway, Clarksville, IN 47129-7741"
